district,date,hazard,any_flag,max_confidence,n_observations,n_triggered,message_en,message_ur,lat,lon
Haripur,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,34.056230397373064,72.86682900047666
Hunza,20260828,cloud_burst,False,0.0,1,0,STUBBED: no consecutive-frame pairs available at all for this location/period.,ڈیٹا دستیاب نہیں,36.4984009259076,75.06651665391969
Hunza,20260828,cold_wave,False,0.0,1,0,Not enough clear-sky multi-day night skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,36.4984009259076,75.06651665391969
Hunza,20260828,dust_storm,False,0.0,8,0,Dust-difference channels unavailable.,ڈیٹا دستیاب نہیں,36.4984009259076,75.06651665391969
Hunza,20260828,fog,False,0.0,8,0,No IR3.9-IR10.8 data at this time/location.,ڈیٹا دستیاب نہیں,36.4984009259076,75.06651665391969
Hunza,20260828,frost,False,0.0,8,0,MSG skin-temperature/cloud data unavailable.,ڈیٹا دستیاب نہیں,36.4984009259076,75.06651665391969
Hunza,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,36.4984009259076,75.06651665391969
Hunza,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,36.4984009259076,75.06651665391969
Hunza,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,36.4984009259076,75.06651665391969
Hunza,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,36.4984009259076,75.06651665391969
Hunza,20260828,thunderstorm,False,0.0,8,0,No convection data at this time/location.,اس وقت/مقام کے لیے کنویکشن ڈیٹا دستیاب نہیں,36.4984009259076,75.06651665391969
Hunza,20260828,uv_index,False,0.0,8,0,No MSG cloud data available.,ڈیٹا دستیاب نہیں,36.4984009259076,75.06651665391969
Hyderabad,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,25.386847921402374,68.4882872626284
Hyderabad,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 17.6 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,25.386847921402374,68.4882872626284
Hyderabad,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,25.386847921402374,68.4882872626284
Hyderabad,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -2.7 K -- outside the fog signature range.,دھند کی علامت نہیں,25.386847921402374,68.4882872626284
Hyderabad,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,25.386847921402374,68.4882872626284
Hyderabad,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,25.386847921402374,68.4882872626284
Hyderabad,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,25.386847921402374,68.4882872626284
Hyderabad,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,25.386847921402374,68.4882872626284
Hyderabad,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,25.386847921402374,68.4882872626284
Hyderabad,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,25.386847921402374,68.4882872626284
Hyderabad,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,25.386847921402374,68.4882872626284
Islamabad Capital Territory,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 10.3 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -2.9 K -- outside the fog signature range.,دھند کی علامت نہیں,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,33.65251601109561,73.0536948268538
Islamabad Capital Territory,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,33.65251601109561,73.0536948268538
Jacobabad,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,28.079200745318197,68.45319087854767
Jacobabad,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 18.6 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,28.079200745318197,68.45319087854767
Jacobabad,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,28.079200745318197,68.45319087854767
Jacobabad,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -4.1 K -- outside the fog signature range.,دھند کی علامت نہیں,28.079200745318197,68.45319087854767
Jacobabad,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,28.079200745318197,68.45319087854767
Jacobabad,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,28.079200745318197,68.45319087854767
Jacobabad,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,28.079200745318197,68.45319087854767
Jacobabad,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,28.079200745318197,68.45319087854767
Jacobabad,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,28.079200745318197,68.45319087854767
Jacobabad,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,28.079200745318197,68.45319087854767
Jacobabad,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,28.079200745318197,68.45319087854767
Jafarabad,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,28.283821923384817,68.3340524148427
Jafarabad,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 19.0 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,28.283821923384817,68.3340524148427
Jafarabad,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,28.283821923384817,68.3340524148427
Jafarabad,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -4.3 K -- outside the fog signature range.,دھند کی علامت نہیں,28.283821923384817,68.3340524148427
Jafarabad,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,28.283821923384817,68.3340524148427
Jafarabad,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,28.283821923384817,68.3340524148427
Jafarabad,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,28.283821923384817,68.3340524148427
Jafarabad,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,28.283821923384817,68.3340524148427
Jafarabad,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,28.283821923384817,68.3340524148427
Jafarabad,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,28.283821923384817,68.3340524148427
Jafarabad,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,28.283821923384817,68.3340524148427
Jamshoro,20260828,cloud_burst,True,0.7,1,1,Cloud top cooling 12.7 K in 15 min -- explosive vertical development.,طوفانی بارش کا فوری خطرہ,25.695123882818304,67.91125596801001
Jamshoro,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 14.1 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,25.695123882818304,67.91125596801001
Jamshoro,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,25.695123882818304,67.91125596801001
Jamshoro,20260828,fog,True,0.75,8,2,Small positive IR3.9-IR10.8 difference (1.3 K) over a spatially coherent low-lying area -- classic radiative/advective fog signature. Visibility/ceiling below landing minima. Favourable-for-disease dew conditions; delay spraying until fog clears.,دھند کا امکان (IR3.9-IR10.8 = 1.3 K)۔ رن وے کی مرئیت کم ہو سکتی ہے,25.695123882818304,67.91125596801001
Jamshoro,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,25.695123882818304,67.91125596801001
Jamshoro,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,25.695123882818304,67.91125596801001
Jamshoro,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,25.695123882818304,67.91125596801001
Jamshoro,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,25.695123882818304,67.91125596801001
Jamshoro,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,25.695123882818304,67.91125596801001
Jamshoro,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,25.695123882818304,67.91125596801001
Jamshoro,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,25.695123882818304,67.91125596801001
Jhal Magsi,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 18.9 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -3.7 K -- outside the fog signature range.,دھند کی علامت نہیں,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,28.38893189918296,67.58195004112467
Jhal Magsi,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,28.38893189918296,67.58195004112467
Jhang,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,31.315772269135394,72.29915913133668
Jhang,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 13.5 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,31.315772269135394,72.29915913133668
Jhang,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,31.315772269135394,72.29915913133668
Jhang,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -3.9 K -- outside the fog signature range.,دھند کی علامت نہیں,31.315772269135394,72.29915913133668
Jhang,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,31.315772269135394,72.29915913133668
Jhang,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,31.315772269135394,72.29915913133668
Jhang,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,31.315772269135394,72.29915913133668
Jhang,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,31.315772269135394,72.29915913133668
Jhang,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,31.315772269135394,72.29915913133668
Jhang,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,31.315772269135394,72.29915913133668
Jhang,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,31.315772269135394,72.29915913133668
Jhelum,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,32.75677108475934,73.18117515608306
Jhelum,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 11.7 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,32.75677108475934,73.18117515608306
Jhelum,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,32.75677108475934,73.18117515608306
Jhelum,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -4.3 K -- outside the fog signature range.,دھند کی علامت نہیں,32.75677108475934,73.18117515608306
Jhelum,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,32.75677108475934,73.18117515608306
Jhelum,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,32.75677108475934,73.18117515608306
Jhelum,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,32.75677108475934,73.18117515608306
Jhelum,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,32.75677108475934,73.18117515608306
Jhelum,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,32.75677108475934,73.18117515608306
Jhelum,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,32.75677108475934,73.18117515608306
Jhelum,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,32.75677108475934,73.18117515608306
Kachhi,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,29.141862834270082,67.78317012459577
Kachhi,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 17.7 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,29.141862834270082,67.78317012459577
Kachhi,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,29.141862834270082,67.78317012459577
Kachhi,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -3.2 K -- outside the fog signature range.,دھند کی علامت نہیں,29.141862834270082,67.78317012459577
Kachhi,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,29.141862834270082,67.78317012459577
Kachhi,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,29.141862834270082,67.78317012459577
Kachhi,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,29.141862834270082,67.78317012459577
Kachhi,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,29.141862834270082,67.78317012459577
Kachhi,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,29.141862834270082,67.78317012459577
Kachhi,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,29.141862834270082,67.78317012459577
Kachhi,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,29.141862834270082,67.78317012459577
Kalat,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,28.86860302433158,66.68662305433648
Kalat,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 14.1 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,28.86860302433158,66.68662305433648
Kalat,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,28.86860302433158,66.68662305433648
Kalat,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -4.1 K -- outside the fog signature range.,دھند کی علامت نہیں,28.86860302433158,66.68662305433648
Kalat,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,28.86860302433158,66.68662305433648
Kalat,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,28.86860302433158,66.68662305433648
Kalat,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,28.86860302433158,66.68662305433648
Kalat,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,28.86860302433158,66.68662305433648
Kalat,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,28.86860302433158,66.68662305433648
Kalat,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,28.86860302433158,66.68662305433648
Kalat,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,28.86860302433158,66.68662305433648
Karachi,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,25.048921961704227,67.25176617081596
Karachi,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 12.0 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,25.048921961704227,67.25176617081596
Karachi,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,25.048921961704227,67.25176617081596
Karachi,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -0.8 K -- outside the fog signature range.,دھند کی علامت نہیں,25.048921961704227,67.25176617081596
Karachi,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,25.048921961704227,67.25176617081596
Karachi,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,25.048921961704227,67.25176617081596
Karachi,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,25.048921961704227,67.25176617081596
Karachi,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,25.048921961704227,67.25176617081596
Karachi,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,25.048921961704227,67.25176617081596
Karachi,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,25.048921961704227,67.25176617081596
Karachi,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,25.048921961704227,67.25176617081596
Karak,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,33.059435338492555,71.08746748937716
Karak,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 9.4 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,33.059435338492555,71.08746748937716
Karak,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,33.059435338492555,71.08746748937716
Karak,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -0.4 K -- outside the fog signature range.,دھند کی علامت نہیں,33.059435338492555,71.08746748937716
Karak,20260828,frost,False,0.3,8,0,Not all three frost conditions met (no WRF wind data available).,پالے کی تمام شرائط پوری نہیں ہوئیں,33.059435338492555,71.08746748937716
Karak,20260828,hail,False,0.0,8,0,Insufficient data (overshooting tops / glaciation ratio missing).,ناکافی ڈیٹا,33.059435338492555,71.08746748937716
Karak,20260828,heat_wave,False,0.0,1,0,Not enough clear-sky multi-day skin-temperature data (0 of 0 available frames excluded as cloud-contaminated).,ناکافی صاف آسمان ڈیٹا,33.059435338492555,71.08746748937716
Karak,20260828,heavy_rain,False,0.45,1,0,0/8 frames cold enough -- below persistence bar.,شدید بارش کی علامت نہیں,33.059435338492555,71.08746748937716
Karak,20260828,residue_burning,False,0.5,8,0,Nighttime frame -- daytime fire hot-spot check not applicable.,رات کا وقت -- لاگو نہیں,33.059435338492555,71.08746748937716
Karak,20260828,thunderstorm,False,0.6,8,0,No overshooting-top signature detected.,کوئی شدید کنویکشن کی علامت نہیں,33.059435338492555,71.08746748937716
Karak,20260828,uv_index,False,0.5,8,0,Clear-sky/high-sun UV proxy conditions not met.,UV کی سطح زیادہ ہونے کی علامت نہیں,33.059435338492555,71.08746748937716
Kashmore,20260828,cloud_burst,False,0.2,1,0,STUBBED: nearest available frame pair is 15 min apart (need <=20 min); this archive's cadence is too coarse to evaluate a genuine rate-of-change here. Detector logic is real and will fire once 15-min cadence MSG data is supplied.,ناکافی وقتی ریزولوشن -- 15 منٹ کے تسلسل والا ڈیٹا درکار ہے,28.178160777797537,69.38141703613834
Kashmore,20260828,cold_wave,False,0.33,1,0,Mean clear-sky night skin temp 18.5 C -- above cold-wave threshold.,سردی کی لہر کی علامت نہیں,28.178160777797537,69.38141703613834
Kashmore,20260828,dust_storm,False,0.5,8,0,No dust-storm signature detected.,دھول کے طوفان کی علامت نہیں,28.178160777797537,69.38141703613834
Kashmore,20260828,fog,False,0.6,8,0,IR3.9-IR10.8 = -5.0 K -- outside the fog signature range.,دھند کی علامت نہیں,28.178160777797537,69.38141703613834
